2.098644691105461035e+01 1.197981075754636748e+01 2.398081733190337676e-19 0.000000000000000000e+00 0.000000000000000000e+00 -2.134350667598369083e-03 9.999977222710197955e-01
2.110446782800358534e+01 1.197779886615086298e+01 9.592326932761352632e-19 0.000000000000000000e+00 0.000000000000000000e+00 2.962845646919976678e-02 9.995609809147477653e-01
2.133979065342800752e+01 1.199279832787429356e+01 2.158273559871303042e-18 0.000000000000000000e+00 0.000000000000000000e+00 5.462474031795022666e-02 9.985069542798369335e-01
2.157083228369420169e+01 1.201710983267511601e+01 3.836930773104540282e-18 0.000000000000000000e+00 0.000000000000000000e+00 7.809574688534728915e-02 9.969458632836688539e-01
2.179766432991338831e+01 1.205067208588199712e+01 5.995204332975843710e-18 0.000000000000000000e+00 0.000000000000000000e+00 1.106093616773772270e-01 9.938639590554247949e-01
2.202325115604118366e+01 1.209613039827364922e+01 8.633094239485213709e-18 0.000000000000000000e+00 0.000000000000000000e+00 1.390980200750874529e-01 9.902786177693582159e-01
2.224696849353379946e+01 1.215272000984963441e+01 1.175060049263265105e-17 0.000000000000000000e+00 0.000000000000000000e+00 1.770079813999130003e-01 9.842094159886544125e-01
2.245971850562526484e+01 1.222296400685791617e+01 1.534772309241816113e-17 0.000000000000000000e+00 0.000000000000000000e+00 1.887768144712695939e-01 9.820200172695462415e-01
2.266808109923231385e+01 1.229321049806419808e+01 1.942446203884173316e-17 0.000000000000000000e+00 0.000000000000000000e+00 2.229788119302458238e-01 9.748232913867908023e-01
2.287138427999833468e+01 1.237595326982097887e+01 2.398081733190337176e-17 0.000000000000000000e+00 0.000000000000000000e+00 2.456730778293517159e-01 9.693527422099003088e-01
2.307302842406592802e+01 1.246477065060201639e+01 2.901678897160307693e-17 0.000000000000000000e+00 0.000000000000000000e+00 2.750071020572086300e-01 9.614421947356460718e-01
2.326948671230802645e+01 1.256335086875111706e+01 3.453237695794086100e-17 0.000000000000000000e+00 0.000000000000000000e+00 3.102845726439805718e-01 9.506437208434832531e-01
