2.100000000000000000e+01 1.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.112599759370725039e+01 1.200270898007200238e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.820020369327238055e-02 9.996022951712635329e-01
2.137721796701854160e+01 1.202495388705266954e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.157588320831214823e-02 9.986690784595679826e-01
2.162746297609946922e+01 1.205924895294683452e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.192816998024315955e-02 9.966382367557891087e-01
2.187480271860718872e+01 1.210821739180177126e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.202742393262671988e-01 9.927407049952610141e-01
2.211740192613752853e+01 1.217500006297857773e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.481227404943180614e-01 9.889689852308073403e-01
2.235582549883093861e+01 1.225493944631202936e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.680168453560537123e-01 9.857841242770142287e-01
2.259108248521553364e+01 1.234381139145586026e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000298400439212421e-01 9.797898055664814310e-01
2.282100888331091326e+01 1.244773985386906112e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.215845477932634200e-01 9.751411632062584323e-01
2.304645492606846346e+01 1.256143215378968847e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.678508975987943797e-01 9.634603762768452206e-01
2.325977777244340317e+01 1.269551480711379732e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.917748675767269928e-01 9.564870237753273496e-01
2.346549023504823239e+01 1.283865554020123589e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.277024708441887424e-01 9.447809749368440979e-01
2.366106041423515549e+01 1.299629189315698419e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.629166153800690298e-01 9.318216193462539598e-01
2.384529351913787210e+01 1.316904184376050679e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.674385618664680608e-01 9.300477962199049653e-01
2.402993243854967531e+01 1.334543285034178339e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.260587117760355480e-01 9.046955145902653150e-01
2.418944227245724932e+01 1.354615071782983016e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.507609738152918988e-01 8.926446910641936405e-01
