Quad 1, u_Time, x, y, z, qx, qy, qz, qw, trackingValid, state, w1[1], w1[2], w1[3], time_Since_Epoch_us, ntpOffset_ms, 
 , 691620221, 0.058560, 0.104452, -0.637059, 0.009251, 0.028436, 0.723536, -0.689640, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348687741, 9999.999900, 
 , 691624060, 0.058567, 0.104435, -0.637049, 0.009075, 0.028530, 0.723671, -0.689496, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348691580, 9999.999900, 
 , 691633227, 0.058562, 0.104448, -0.637052, 0.009222, 0.028374, 0.723628, -0.689546, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348700747, 9999.999900, 
 , 691642369, 0.058561, 0.104429, -0.637047, 0.008851, 0.028486, 0.723655, -0.689518, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348709889, 9999.999900, 
 , 691650340, 0.058563, 0.104440, -0.637046, 0.008918, 0.028491, 0.723633, -0.689540, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348717860, 9999.999900, 
 , 691659188, 0.058558, 0.104441, -0.637048, 0.009025, 0.028441, 0.723632, -0.689542, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348726708, 9999.999900, 
 , 691666753, 0.058562, 0.104433, -0.637042, 0.009182, 0.028548, 0.723575, -0.689595, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348734273, 9999.999900, 
 , 691675336, 0.058561, 0.104437, -0.637049, 0.008987, 0.028560, 0.723630, -0.689539, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348742856, 9999.999900, 
 , 691683396, 0.058570, 0.104444, -0.637060, 0.009430, 0.028364, 0.723538, -0.689638, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348750916, 9999.999900, 
 , 691691750, 0.058568, 0.104436, -0.637047, 0.009148, 0.028458, 0.723646, -0.689524, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348759270, 9999.999900, 
 , 691699446, 0.058563, 0.104446, -0.637041, 0.009141, 0.028465, 0.723638, -0.689533, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348766966, 9999.999900, 
 , 691708324, 0.058564, 0.104442, -0.637050, 0.009133, 0.028560, 0.723698, -0.689466, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348775844, 9999.999900, 
 , 691717762, 0.058560, 0.104454, -0.637053, 0.009179, 0.028299, 0.723572, -0.689608, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348785282, 9999.999900, 
 , 691724615, 0.058563, 0.104436, -0.637055, 0.009250, 0.028454, 0.723602, -0.689569, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348792135, 9999.999900, 
 , 691734820, 0.058555, 0.104442, -0.637047, 0.009025, 0.028486, 0.723612, -0.689560, 1, 0, 0.000000, 0.000000, 0.000000, 1525766348802340, 9999.999900, 
