Quad 1, u_Time, x, y, z, qx, qy, qz, qw, trackingValid, state, w1[1], w1[2], w1[3], time_Since_Epoch_us, ntpOffset_ms, 
 , -1355905969, 0.053095, 0.087618, -0.636383, -0.004093, -0.001856, -0.022266, -0.999743, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301161551, 9999.999900, 
 , -1355899557, 0.053089, 0.087605, -0.636379, -0.004103, -0.001913, -0.022315, -0.999741, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301167963, 9999.999900, 
 , -1355892396, 0.053091, 0.087612, -0.636381, -0.004102, -0.001789, -0.022251, -0.999743, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301175124, 9999.999900, 
 , -1355883350, 0.053090, 0.087609, -0.636391, -0.004068, -0.001660, -0.022358, -0.999741, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301184170, 9999.999900, 
 , -1355875258, 0.053093, 0.087612, -0.636390, -0.004007, -0.001628, -0.022323, -0.999742, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301192262, 9999.999900, 
 , -1355867831, 0.053089, 0.087620, -0.636395, -0.004128, -0.001777, -0.022294, -0.999742, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301199689, 9999.999900, 
 , -1355859232, 0.053091, 0.087621, -0.636389, -0.003945, -0.001722, -0.022307, -0.999743, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301208288, 9999.999900, 
 , -1355851046, 0.053093, 0.087615, -0.636387, -0.004081, -0.001709, -0.022192, -0.999745, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301216474, 9999.999900, 
 , -1355842381, 0.053087, 0.087614, -0.636380, -0.004073, -0.001751, -0.022277, -0.999743, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301225139, 9999.999900, 
 , -1355834824, 0.053094, 0.087610, -0.636385, -0.004027, -0.001746, -0.022303, -0.999742, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301232696, 9999.999900, 
 , -1355825367, 0.053092, 0.087611, -0.636381, -0.003902, -0.001596, -0.022334, -0.999742, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301242153, 9999.999900, 
 , -1355816761, 0.053090, 0.087615, -0.636378, -0.003948, -0.001763, -0.022252, -0.999744, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301250759, 9999.999900, 
 , -1355809166, 0.053089, 0.087615, -0.636381, -0.003907, -0.001642, -0.022290, -0.999743, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301258354, 9999.999900, 
 , -1355801596, 0.053093, 0.087617, -0.636382, -0.003877, -0.001641, -0.022232, -0.999745, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301265924, 9999.999900, 
 , -1355792333, 0.053092, 0.087617, -0.636382, -0.003824, -0.001569, -0.022278, -0.999744, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301275187, 9999.999900, 
 , -1355783359, 0.053086, 0.087621, -0.636392, -0.003934, -0.001592, -0.022283, -0.999743, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301284161, 9999.999900, 
 , -1355776029, 0.053093, 0.087623, -0.636389, -0.003955, -0.001723, -0.022215, -0.999745, 1, 0, 0.000000, 0.000000, 0.000000, 1525764301291491, 9999.999900, 
